,Event,Date,Organizer,Location
0,Закон Конвея + LeSS,6 августа 2019 г.,Large Scale Scrum (LeSS) Russia,Москва
0,Community Day: Z Day - High-End Computing,21 ноября 2019 г.,Big Data Developers in Moscow,
0,Google I/O Extended,13 мая 2020 г.,GDG Vladivostok,Владивосток
0,Soft Skills Meetup: Networking,9 февраля 2019 г.,Lectorium POTOK,Новосибирск
0,Kotlin Meetup #5: Introduction to Ktor for server-side development (Hadi Hariri),10 апреля 2019 г.,St. Petersburg Kotlin User Group,Sankt-Peterburg
0,Тренировка ML,25 февраля 2017 г.,Deep learning Moscow,Москва
0,Product Meetup,22 августа 2019 г.,Spice IT Networking,Москва
0,EPAM Insider,21 апреля 2018 г.,EPAM IT Events Nizhniy Novgorod,Нижний Новгород
0,Мир! Труд! Java!,25 мая 2016 г.,TechGuruDay,Москва
0,«ОБЕСПЕЧЕНИЕ ИНФОРМАЦИОННОЙ БЕЗОПАСНОСТИ НА БАЗЕ РЕШЕНИЙ SOPHOS»,14 августа 2019 г.,FACTOR GROUP Training and Education Center User Group,
0,SPbR #8,9 сентября 2017 г.,St. Petersburg R User Group,Санкт-Петербург
0,Удалённый Scrum и ТРИЗ в ИТ (вебинар),15 марта 2018 г.,SOFTER Open Meetups,
0,Data Science Meetup,30 января 2020 г.,EPAM IT Events,Saint Petersburg
0,DΛTA GEEKS MEETUP #2,11 октября 2017 г.,Data Geeks Community,Москва
0,"3-дневный онлайн-курс ""Лидген для IT 2020 -  рабочие механики и подходы""",11 декабря 2019 г.,ITractor grow and scale your IT business,
0,Any topic meetup,20 июля 2017 г.,Yekaterinburg Geeks Meetup,Екатеринбург
0,Ecommpay Database Meetup - MySQL & Vertica в действии,6 февраля 2020 г.,MMUG - Moscow MySQL User Group,Москва
0,AgileUfa #5! В гостях у ____ ?!,11 апреля 2018 г.,"Agile Ufa (Scrum, Kanban, Lean, и все про бизнес-процессы)",
0,Meet a Java Champion in Moscow,19 июня 2019 г.,"Enterprise containers, clusters and service mesh",Moskva
0,GetIT Meetup #3,23 апреля 2019 г.,GetIT Community,Moskva
0,Data.gov.ru Hackathon,26 июня 2015 г.,Moscow Open Data Development Meetup,Москва
0,Moscow Data Fest,5 марта 2016 г.,Moscow Data Science,Москва
0,Zabbix Meetup Moscow #6,20 февраля 2020 г.,Zabbix Moscow Meetup,Москва
0,Google I/O recap,15 мая 2019 г.,GDG Vladivostok,Владивосток
0,#5 Moscow R Meetup,16 января 2020 г.,rMoscow,Moskva
0,Moscow Rust Meetup,10 октября 2019 г.,Rust в Москве,Москва
0,Hedera Hashgraph and the opportunities it brings,15 июня 2018 г.,Hedera Hashgraph - Saint Petersburg,Санкт-Петербург
0,"Открытый мастер-класс ""Интерьерный коллаж""",18 декабря 2019 г.,Международная Школа Дизайна (Санкт-Петербург),Санкт-Петербург
0,Пятничная встреча MLUG / MLUG friday's meetup,10 января 2020 г.,Moscow GNU/Linux User Group,Москва
0,Июльская встреча Сообщества IT Pro,10 июля 2019 г.,Сообщество IT Pro в Москве,Moskva
0,Golang Meetup Vol.3,27 апреля 2019 г.,GDG Nizhny Novgorod,Nizhnij Novgorod
0,Change the Game: Winning with AI,13 сентября 2018 г.,Big Data Developers in Moscow,Нью-Йорк
0,JetBrains Night,13 апреля 2019 г.,Kotlin Moscow,
0,Flutter Study Jam,28 сентября 2019 г.,GDG Kaliningrad,
0,Вебинар: ACID-гарантии в распределенных системах,25 октября 2018 г.,Moscow In-Memory Computing Meetup,
0,Mobile Party,27 ноября 2018 г.,Yandex St.Petersburg Events for Developers,Saint Petersburg
0,"FP Specialty. Functors, Functoriality, Function Types",8 февраля 2020 г.,Functional Programming Specialty,Новосибирск
0,"React SPB Meetup #1: Animations, Fractal Components Design, Developer Experience",4 июля 2018 г.,React SPB Meetup,Санкт-Петербург
0,Symfony St. Petersburg Meetup #4 - PropellerAds (30 oct 2018),30 октября 2018 г.,SymCode,Санкт-Петербург
0,Azure ML Hackaton - 6-7 июня,6 июня 2015 г.,Hadoop Moscow,Москва
0,Scala Meetup Екатеринбург 28.11.19,28 ноября 2019 г.,Ekb Scala User Group,Екатеринбург
0,Вторая встреча амазоновцев в Москве,28 сентября 2017 г.,AWS Meetup Moscow,Москва
0,iOS Speak Up,5 июня 2019 г.,Revolut Tech Russia,Sankt-Peterburg
0,Встреча разработчиков игр в Нижнем Новгороде #3,24 мая 2017 г.,Сообщество разработчиков игр (Нижний Новгород),Нижний Новгород
0,Мастер-класс Заглядывая в будущее: как открытые данные создают новые технологии,27 сентября 2016 г.,Moscow Open Data Development Meetup,Москва
0,English Club with Nataly — Better conversations,15 марта 2020 г.,English Club with Nataly,Moscow
0,Автоматизируй Это,19 сентября 2019 г.,St. Petersburg C++ User Group,Sankt-Peterburg
0,Цифровые инструменты для автобизнеса новой реальности,26 ноября 2020 г.,Автобизнес новой реальности,Москва
0,IBM Storwize V5000 WEBINAR,25 июля 2019 г.,IBM BlueExperts CEE,Москва
0,Митап IoT Community - кейсы и сценарии,5 марта 2020 г.,IoT Community,Moskva
0,GopherCon pre-release,11 апреля 2019 г.,Golang Москва,Москва
0,SPb Python Drinkup,23 июля 2020 г.,SPb Python Community,
0,AzureDay Saint-Petersburg 2019,10 апреля 2019 г.,Russian MVP Community,Sankt-Peterburg
0,Чат-боты и перспективы использования искусственного интеллекта в авторитейле,26 марта 2020 г.,Автобизнес новой реальности,Москва
0,"Воркшоп ""Actions on Google""",11 августа 2018 г.,GDG Ufa,Уфа
0,Сообщество С++ на фестивале TechTrain,24 августа 2019 г.,St. Petersburg C++ User Group,St Petersburg
0,MOSDROID #15 Phosphorus,2 февраля 2019 г.,MOSDROID,Москва
0,Flutter Study Jam #2,3 ноября 2018 г.,GDG Kazan,Казань
0,Погружение в Hyperledger,24 января 2017 г.,Hyperledger Moscow,Москва
0,VLDC Live!,18 апреля 2020 г.,GDG Vladivostok,Владивосток
0,"Building desktop apps with Spring, AppEngine, Firebase and ElectronJS",8 мая 2019 г.,GDG Cloud Yaroslavl,Yaroslavl'
0,PyNSK #18,21 июля 2018 г.,PyNSK,Новосибирск
0,KazanJS 9,12 декабря 2019 г.,KazanJS,Казань
0,Анализ данных и управленческая отчетность в Google Spreadsheets,27 апреля 2020 г.,Moscow School of Business Analysis,Москва
0,Raymond Peck on H2O,14 июля 2016 г.,Moscow Data Science,Москва
0,Декабрь в гостях у Технологического центра Дойче Банка,6 декабря 2018 г.,Moscow Atlassian User Group,Москва
0,Java Community (JUGNsk) Meetup #12,19 ноября 2019 г.,JUGNsk,Новосибирск
0,UX Lab club | Нск | 11.03.20,11 марта 2020 г.,IT События ЦФТ,Новосибирск
0,International Women's Day 2020 (IWD Rostov 2020),30 мая 2020 г.,GDG Rostov-on-Don,Ростов
0,ElixirLangMoscow Meetup #4 (RamblerElixir #2),16 марта 2017 г.,Elixir Lang Moscow,Москва
0,Сквозное целеполагание совместно с топами: ключ к решению ряда проблем команд,27 ноября 2018 г.,"Цифровые трансформации(Облака, Agile, PM)",Москва
0,2 years anniversary Meetup,27 ноября 2015 г.,Moscow Data Science,
0,FinNext-2018 Forum,15 февраля 2018 г.,Fintech Banking,Москва
0,CDS’19 Extended Moscow,27 ноября 2019 г.,GDG Moscow,
0,"Aнализ требований, управление тестами в Jira Software",29 октября 2019 г.,Atlassian User Group in St. Petersburg,Saint Petersburg
0,International Women's Day Gorky (IWD) 2020,19 апреля 2020 г.,GDG Nizhny Novgorod,Nizhnij Novgorod
0,ProductTank Summer Open Space,26 июня 2019 г.,ProductTank Moscow,Moskva
0,SPECIA Product Meetup #3,6 февраля 2020 г.,SPECIA,Sankt-Peterburg
0,"WordPress Meetup #13. Ошибки WordPress-новичков,Carbon Fields,Реклама в Facebook",9 декабря 2017 г.,Saint-Petersburg WordPress Community,Санкт-Петербург
0,Angular Москва №16,28 ноября 2019 г.,Angular Moscow,Москва
0,Пятничная встреча MLUG / MLUG friday's meetup,13 марта 2020 г.,Moscow GNU/Linux User Group,Москва
0,Golang Meetup Vol.4,27 июня 2019 г.,GDG Nizhny Novgorod,Nizhnij Novgorod
0,WTM Meetup #1,9 ноября 2019 г.,GDG Novosibirsk,Новосибирск
0,ODS SPB Meetup #5 ,15 марта 2019 г.,St. Petersburg Open Data Science Meetup,Санкт-Петербург
0,Drupal Moscow Org Meetup @ Dalee,17 октября 2018 г.,[Any] Digital Moscow,Москва
0,Вторая встреча разработчиков игр в Нижнем Новгороде,2 февраля 2017 г.,Сообщество разработчиков игр (Нижний Новгород),Нижний Новгород
0,Практика создания и развития IoT компании,27 ноября 2018 г.,IoT Community,Москва
0,Happy New Year Party,27 декабря 2018 г.,GDG Astrakhan,Astrakhan
0,QA Conference: Security + Performance,29 февраля 2020 г.,EPAM IT Events,Санкт-Петербург
0,Встреча №2  группы в лофте Yellow Door на Страстном бульваре,18 мая 2017 г.,Moscow Azure Meetup,Москва
0,DevFest Siberia Pre Party,21 сентября 2017 г.,Kubernetes Novosibirsk,Новосибирск
0,Kazan.rb meetup #1,19 апреля 2017 г.,Kazan.rb,Казань
0,Big Data Open Mic,28 ноября 2017 г.,"Big Data, Analytics & the IoT World!",Москва
0,Встреча SpbDotNet №57,30 января 2020 г.,SpbDotNet,
0,KotlinConf Global в DomClick,30 января 2020 г.,Kotlin Moscow,Moskva
0,Microservices MeetUp,20 октября 2017 г.,Kazan Expert Fridays Meetups,Казань
0,Защита приложений и документирование,17 мая 2018 г.,SOFTER Open Meetups,Москва
0,Zabbix Moscow Meetup 2017,15 апреля 2017 г.,Zabbix Moscow Meetup,Москва
0,Kotlin Poker в Revolut,7 ноября 2019 г.,Kotlin Moscow,Москва
0,Customer Development Workshop,20 февраля 2020 г.,SPECIA,Sankt-Peterburg
0,Azure Stack в разрезе бизнеса и технологий,11 апреля 2018 г.,Moscow Azure Meetup,Москва
0,HADM: Администрирование кластера Hadoop,30 марта 2020 г.,BigDataSchool,Москва
0,Семинар #9: Работа с POMDP,29 ноября 2016 г.,Deep learning Moscow,Москва
0,H18 - Hedera Hashgraph Developer Conference,17 октября 2018 г.,Hedera Hashgraph - Saint Petersburg,Dallas
0,"GetIT Meetup #5 | About React, Москва",25 февраля 2020 г.,GetIT Community,Moskva
0,Яндекс изнутри: умные технологии в рекламе,25 октября 2018 г.,Yandex Moscow Events for Developers,Москва
0,QA Community SPb Meetup #1,22 января 2020 г.,St. Petersburg QA Community Group,Sankt-Peterburg
0,Open-source в Enterprise: это фантастика?,7 февраля 2019 г.,Scale-out databases and engines,Москва
0,"Апрельский митап: Иннополис и, конечно, DevOps",18 апреля 2018 г.,Zelenograd Dev Meetup,Зеленоград
0,"WP Moscow #6. Собственная тема на Elementor, кейс по WordPress + React JS",28 февраля 2019 г.,WordPress Moscow,Москва
0,Постгрес-вторник,7 апреля 2020 г.,#RuPostgres,
0,Цифровые инструменты для автобизнеса новой реальности,24 декабря 2020 г.,Автобизнес новой реальности,Москва
0,PiterPy Meetup,12 мая 2020 г.,PiterPy Meetup,
0,"Краш-тест игры по Канбан: ""Звёздный ресторан""",31 октября 2018 г.,Russian Lean/Kanban Network,
0,PiterPy Meetup,8 декабря 2020 г.,PiterPy Meetup,
0,PiterPy Meetup,11 августа 2020 г.,PiterPy Meetup,
0,Data processing,15 февраля 2017 г.,Yekaterinburg Geeks Meetup,Екатеринбург
0,Мини-конференция с исключительно прекрасными спикерами,8 декабря 2019 г.,GDG Vladivostok,Владивосток
0,Russian Python Beer Meetup №2 — Кавказ,24 мая 2019 г.,Moscow Python Beer Meetup,North Ossetia–Alania Republic
0,UX-митап,7 декабря 2018 г.,Lectorium POTOK,Новосибирск
0,PiterPy Meetup,9 июня 2020 г.,PiterPy Meetup,
0,Drupal Global Training Days Moscow + Meetup,12 сентября 2019 г.,[Any] Digital Moscow,
0,WTM Meetup #2,30 января 2020 г.,GDG Moscow,Москва
0,1) Магистратура или второе высшее; 2) Проблемы при внедрении DDD,30 января 2020 г.,Московский клуб программистов,Москва
0,Apache Ignite Meetup: реальные кейсы,14 июня 2019 г.,St. Petersburg Apache Ignite® Meetup,Sankt-Peterburg
0,SPb IT Recruiter Drinkup,17 октября 2019 г.,SPb IT Recruiter,Sankt-Peterburg
0,HighLoad. Трансляция 12 ежегодной конференции для разработчиков highload-систем ,8 ноября 2018 г.,Lectorium POTOK,Новосибирск
0,DevWhatYouLove: DEVolution in Tech,26 октября 2019 г.,GDG Moscow,Москва
0,Геймджем в Таганроге,12 мая 2017 г.,Сообщество разработчиков игр (Таганрог),Таганрог
0,Moscow English Speaking Club for Programmers SPEAK++,7 марта 2020 г.,Moscow English Speaking Club for Programmers SPEAK++,Moskva
0,Панархия. Третий митап по освобождающим структурам,2 сентября 2019 г.,Liberating Structures Russia,Moskva
0,DSAV: Анализ данных и визуализация в R,2 марта 2020 г.,BigDataSchool,Москва
0,International women’s day(IWD) в Назрани,11 апреля 2020 г.,GDG Magas,Назрань
0,I/O Extended 2019 Vladivostok,11 мая 2019 г.,GDG Vladivostok,Владивосток
0,"Третий практический семинар ""Hadoop на практике. Новые инструменты и проекты""",12 ноября 2014 г.,Hadoop Moscow,Москва
0,CryptoMondays Moscow,27 мая 2019 г.,CryptoMondays Moscow,Москва
0,Цифровые инструменты для автобизнеса новой реальности,23 июля 2020 г.,Автобизнес новой реальности,Москва
0,Azure Day Питер,25 мая 2018 г.,IoT Community,Санкт-Петербург
0,IVANOVO TENSOR FORUM - митап для опытных разработчиков,21 февраля 2020 г.,Ivanovo Tensor Forum - митап для опытных разработчиков,Иваново
0,Python meetup #2,20 февраля 2020 г.,Rostov IT Events,Ростов
0,Облако и соответствие требованиям законодательства и стандартам безопасности,27 февраля 2020 г.,Мероприятия Яндекс.Облака для разработчиков,
0,KAFKA: Apache Kafka кластер администратор,27 января 2020 г.,BigDataSchool,Москва
0,Blockchain MeetUp: SingularityNet & HOQU,18 октября 2017 г.,IBCG (Moscow Blockchain Community),Москва
0,Встреча рабочей группы по стандартизации С++,15 июня 2018 г.,Yandex Moscow Events for Developers,Москва
0,Founder Night Out: Network with Moscow Entrepreneurs,20 сентября 2019 г.,Moscow Startup Founder 101,Moskva
0,Открытый мастер-класс “Дом мечты – от идеи до воплощения”,6 февраля 2020 г.,Международная Школа Дизайна (Санкт-Петербург),Санкт-Петербург
0,Android meetup,5 декабря 2019 г.,Spice IT Networking,Москва
0,kubernetes spb meetup #4,24 января 2020 г.,Kubernetes spb,Sankt-Peterburg
0,Wordpress Meetup #10 в SemRush. Юбилейная встреча!,25 сентября 2016 г.,Saint-Petersburg WordPress Community,Санкт-Петербург
0,SPb Scala Meetup 2017.3,5 декабря 2017 г.,SPb Scala User Group,Санкт-Петербург
0,SPB Jenkins Meetup. Pipeline на практике,5 ноября 2019 г.,St. Petersburg Jenkins Meetup,Санкт-Петербург
0,Azure Stack в разрезе бизнеса и технологий,11 апреля 2018 г.,Сообщество IT Pro в Москве,Москва
0,"Blockchain MeetUP: ICO в Медицине, Недвижимости и Золоте",30 августа 2017 г.,IBCG (Moscow Blockchain Community),Москва
0,English Speaking Club,27 сентября 2019 г.,Бесплатный Английский Разговорный клуб,Moskva
0,Три доклада с обсуждением,15 августа 2015 г.,Tomsk Front-end Development Meetup,Томск
0,ElixirLangMoscow #7,15 февраля 2018 г.,Elixir Lang Moscow,Москва
0,Диалоги о Soft Skills,14 марта 2019 г.,GDG Kazan,Казань
0,July Moscow Tech Meetup feat. Targetsummit,29 июля 2015 г.,Moscow Tech Meetup,Москва
0,KazanJS 7,16 мая 2019 г.,KazanJS,Казань
0,Startup Community Drinkup #2 | SPB,18 февраля 2020 г.,SPECIA,Sankt-Peterburg
0,Junior & Middle PT2020 !!РЕГИСТРАЦИЯ ПО ССЫЛКЕ!!,23 декабря 2019 г.,ProductTank Moscow,Moskva
0,SPb Python Drinkup,25 июня 2020 г.,SPb Python Community,
0,Drupal Moscow Meetup,13 июня 2019 г.,[Any] Digital Moscow,
0,Tver.io Pure Meetup,25 июля 2019 г.,Tver.io Meetup,Тверь
0,(Pending - отложено) WIR SPRECHEN DEUTSCH Говорим по-немецки (MERGE),29 февраля 2020 г.,Language Club MERGE,Москва
0,Russian Python Beer Meetup №3: Роза Хутор,6 сентября 2019 г.,Moscow Python Beer Meetup,Krasnodar Krai
0,Квартирник Модель мира,29 февраля 2020 г.,FoundersDevelopers / WorldModel,Moskva
0,"Курс ""Аналитика больших данных для руководителей""",26 ноября 2018 г.,курс «Администрирование кластера Hadoop»,
0,Google IO Extended Kazan,27 июня 2019 г.,GDG Kazan,Казань
0,Elixir MeetUp ,2 марта 2018 г.,Kazan Expert Fridays Meetups,Казань
0,"Mартовский митап: CI, BDD и UI ;)",15 марта 2019 г.,Zelenograd Dev Meetup,Зеленоград
0,H2O World San Francisco,5 февраля 2019 г.,Moscow Artificial Intelligence & Deep Learning,San Francisco
0,I/O Extended 19,7 мая 2019 г.,GDG Novosibirsk,Новосибирск
0,Собрание стартап клуба,10 ноября 2019 г.,Стартап клуб,Москва
0,Управление требованиями в Agile. Практикум Story Mapping,8 февраля 2018 г.,SOFTER Open Meetups,Москва
0,"WP Moscow #3 | SEO для разработчика, Пересборка premium-темы, Библиотека для ООП",20 октября 2018 г.,WordPress Moscow,Москва
0,OpenInfra Meetup в Mail.ru,27 сентября 2019 г.,OpenStack & OpenInfra Russia Moscow,Москва
0,AWSRus #4 - встреча в Jetbrains,6 декабря 2017 г.,AWS User Group Россия (СПб),Санкт-Петербург
0,Any topic meetup,13 июля 2017 г.,Yekaterinburg Geeks Meetup,Екатеринбург
0,SPb IT Recruiter Drinkup,21 ноября 2019 г.,SPb IT Recruiter,Sankt-Peterburg
0,#1 Moscow R Meetup,28 апреля 2016 г.,rMoscow,Москва
0,Any topic meetup,22 февраля 2017 г.,Yekaterinburg Geeks Meetup,
0,Global AI & MR Bootcamp Moscow,15 декабря 2018 г.,Microsoft Dev Tech,Москва
0,Angular Москва №12,21 ноября 2018 г.,Angular Moscow,Москва
0,Symfony Moscow Meetup #12 - Skyeng (27 Jul 2017),27 июля 2017 г.,Symfony Moscow Meetup - Symfoniacs,Москва
0,VLDC Live!,5 октября 2019 г.,GDG Vladivostok,Владивосток
0,Founders&Products Brunch,29 марта 2020 г.,FoundersDevelopers / WorldModel,Moskva
0,Scrum ? Agile ? Something else ?,20 октября 2019 г.,Dev2Dev,Krasnoyarsk
0,Team Leader Meetup,28 ноября 2018 г.,Yandex Moscow Events for Developers,Москва
0,WordCamp Moscow (ex Russia) 2016,13 августа 2016 г.,Saint-Petersburg WordPress Community,Москва
0,Beer meetup with Alexey Ivanov (SRE @ Dropbox),17 июля 2019 г.,SPb Reliability Meetup,Sankt-Peterburg
0,Nous PARLONS Français. Мы говорим по-французски,7 марта 2020 г.,Language Club MERGE,Москва
0,Обсуждаем дальнейшие планы,11 июня 2020 г.,Ecommerce Mastermind,
0,Совместная встреча с Moscow Data Science,27 ноября 2015 г.,rMoscow,Москва
0,Внедрение методов системной инженерии и Cradle - проблемы и успехи (ленобласть),24 июня 2018 г.,CradleCreativeProjects,
0,Сourse Java for juniors: урок 12 - Создаем полнофункциональное приложение,12 сентября 2019 г.,GDG Krasnoyarsk,Krasnoyarsk
0,OWASP Moscow 2020/1,5 марта 2020 г.,OWASP Moscow Chapter,Москва
0,SPECIA Kicker Contest,28 февраля 2020 г.,SPECIA,Sankt-Peterburg
0,SPb Python Drinkup,26 декабря 2019 г.,SPb Python Community,
0,C++ Drink Up SPb,10 июля 2019 г.,St. Petersburg C++ User Group,Sankt-Peterburg
0,Онлайн-сервисы в автобизнесе - зачем и как использовать?,26 сентября 2019 г.,Автобизнес новой реальности,Москва
0,Microsoft Build 2017 Keynote Viewing Party,11 мая 2017 г.,GeekDev,Москва
0,Code In The Dark,11 июля 2019 г.,GDG Rostov-on-Don,Ростов
0,DevOpsDays,7 декабря 2019 г.,DevOps-40,Moskva
0,ODS SPb Meetup #3,12 октября 2018 г.,St. Petersburg Open Data Science Meetup,Санкт-Петербург
0,SPb Reliability Brunch #1,6 октября 2019 г.,SPb Reliability Meetup,Sankt-Peterburg
0,Первая встреча Lazada Techhub,20 июля 2017 г.,Общество анонимных тестировщиков,Москва
0,"Новогодний Kotlin: JavaFX, TornadoFX и Coroutines",18 января 2019 г.,Kotlin Moscow,Москва
0,"Научимся ""чувствовать"" английский язык (Pending)",8 марта 2020 г.,Language Club MERGE,Москва
0,Разработка программного обеспечения с применением распределенного реестра NEO,4 октября 2019 г.,St. Petersburg BlockChain Community Meetup,Санкт-Петербург
0,Тематические митапы HUG. Митап 4: Примеры архитектур высоконагруженных систем.,26 марта 2019 г.,HighLoad User Group,Санкт-Петербург
0,Docker Meetup в июле!,12 июля 2017 г.,Docker Moscow,Москва
0,Presentation from Jeff Schertz,16 апреля 2019 г.,Intelligent Communications Community,Moskva
0,Продуктовый менеджмент для внутренних и B2B-продуктов,7 декабря 2019 г.,Dev2Dev,Krasnoyarsk
0,Приглашаем на Хакатон по Machine Learning,28 ноября 2015 г.,Moscow Data Science,Москва
0,DevFest Siberia 2018,23 ноября 2018 г.,GDG Novosibirsk,
0,Когда требования возвращаются (онлайн),8 октября 2018 г.,CradleCreativeProjects,
0,WEBINAR: Introduction to Hyperledger: Blockchain Technologies for Business,18 января 2017 г.,Hyperledger Moscow,Москва
0,"Голос в BOT Framework Azure, Security & Policy for SfB & Teams by SphereShield",28 августа 2019 г.,Intelligent Communications Community,Moskva
0,Special: Курс: основы Angular (2+),23 февраля 2019 г.,Angular Moscow,Москва
0,Machine Learning meetup - Meta/conf,25 мая 2019 г.,RubyRussia,Voronez
0,DEVKA1: Kafka Streams для разработчиков,10 февраля 2020 г.,BigDataSchool,Москва
0,Python Party,22 ноября 2017 г.,Yandex Novosibirsk Events for Developers,Новосибирск
0,Kubernetes митап ,21 марта 2018 г.,"Enterprise containers, clusters and service mesh",Москва
0,Секреты успешного PI Планирования SAFe®,27 июня 2019 г.,Scaling Agile Russia Meetup,Москва
0,Цифровые инструменты для автобизнеса новой реальности,23 апреля 2020 г.,Автобизнес новой реальности,Москва
0,kubernetes spb meetup #2,15 июня 2018 г.,Kubernetes spb,Санкт-Петербург
0,Анализ данных и управленческая отчетность в Google Spreadsheets,2 декабря 2019 г.,Moscow School of Business Analysis,Москва
0,Moscow English Speaking Club for Programmers SPEAK++,1 февраля 2020 г.,Moscow English Speaking Club for Programmers SPEAK++,Moskva
0,Вебинар. Мероприятия по открытым данным. Хакатон. Конкурс. Саммит.,11 августа 2015 г.,Moscow Open Data Development Meetup,Москва
0,English Club with Nataly — Better conversations,21 февраля 2020 г.,English Club with Nataly,
0,我們講漢語。 Говорим по-китайски (MERGE),14 марта 2020 г.,Language Club MERGE,Москва
0,Enterprise Integration & Architecture Patterns,26 апреля 2018 г.,SOFTER Open Meetups,Москва
0,Moscow Rust Meetup,25 декабря 2019 г.,Rust в Москве,Москва
0,#АджайлнаФлаконе. Трудности Agile-трансформации.,13 февраля 2017 г.,Agile beyond IT,Москва
0,Reactive Streams. From Zero to Hero,23 октября 2019 г.,RedCode,Краснодар
0,PDUG на PHDays 9,21 мая 2019 г.,Positive Development User Group,Красногорск
0,XXIV митап Сообщества блокчейн-разработчиков Санкт-Петербурга,24 сентября 2019 г.,St. Petersburg BlockChain Community Meetup,Санкт-Петербург
0,Continuous Integration,5 марта 2020 г.,Technical Excellence,Moskva
0,Мини-Гипербатон: текстовые редакторы,25 мая 2018 г.,Yandex St.Petersburg Events for Developers,Saint Petersburg
0,Пятничная встреча MLUG / MLUG friday's meetup,13 декабря 2019 г.,Moscow GNU/Linux User Group,Москва
0,Встреча #7,21 июня 2018 г.,SPb Azure Interest Group,Санкт-Петербург
0,Symfoniacs на Летнем слете IT-сообществ Петербурга ITGM (27 July 2019),27 июля 2019 г.,SymCode,Retselya
0,Introduction to Ansible for Python developers,15 декабря 2015 г.,Ansible SPb,Санкт-Петербург
0,DevFest Krasnodar 2019 : Back To The Future !,7 декабря 2019 г.,GDG Krasnodar,Краснодар
0,Курс “Аналитика больших данных для менеджеров»,2 декабря 2018 г.,курс «Администрирование кластера Hadoop»,
0,Big Data Tech Talk,14 марта 2019 г.,Grid Dynamics Java/ Big Data community,Kraków
0,"Kotlin в ДомКлике! Сравнение кода Kotlin/Java, MQ через корутины и Multiplatform",30 октября 2019 г.,Kotlin Moscow,Москва
0,Аналитика в распределённых системах,21 февраля 2018 г.,Scale-out databases and engines,
0,Agile meetup#7,4 августа 2018 г.,AgileNSK,
0,Network Sniffing. Wireshark и Python.,27 августа 2019 г.,Cyber Security Club Moscow,Moskva
0,Build and scale mobile apps with Firebase and Google Cloud,1 ноября 2018 г.,GDG Ufa,Уфа
0,Crypto Invest Forum,15 декабря 2017 г.,IBCG (Moscow Blockchain Community),Москва
0,Founder Institute Moscow Startup Showcase & Networking Event,25 февраля 2020 г.,Moscow Startup Founder 101,Москва
0,"Rust meetup, поговорим о байдингах, факапах, gui и парсерах. ",28 июля 2018 г.,Rust evangelism strikeforce,Москва
0,IBM Systems Lab Services Workshop in Saint Petersburg 2019,23 мая 2019 г.,IBM BlueExperts CEE,Sankt-Peterburg
0,MOSDROID #18 Argon,19 июля 2019 г.,MOSDROID,Moskva
0,DevOps Meetup,27 сентября 2019 г.,Kazan Expert Fridays Meetups,Казань
0,LEGO SCRUM,8 февраля 2017 г.,AgilePeople_Spb,
0,PiterPy Breakfast ,28 января 2020 г.,PiterPy Meetup,St Petersburg
0,Women Techmakers RnD Meetup #1,13 декабря 2019 г.,GDG Rostov-on-Don,Ростов
0,OWASP Russia Meetup #8,3 апреля 2019 г.,OWASP Moscow Chapter,Москва
0,Java Community (JUGNsk) Meetup #10,27 августа 2019 г.,JUGNsk,Новосибирск
0,Docker Workshop #2,26 мая 2018 г.,Docker Novosibirsk,
0,Цифровые инструменты для автобизнеса новой реальности,27 августа 2020 г.,Автобизнес новой реальности,Москва
0,Moscow Python Beer Meetup №14,27 июня 2019 г.,Moscow Python Beer Meetup,Москва
0,LeSS lean coffee и определение продукта :),3 декабря 2018 г.,Large Scale Scrum (LeSS) Russia,Москва
0,Ruby Meetup №10,5 сентября 2019 г.,RubyRussia,Moskva
0,IBM Storage Meetup ,16 декабря 2019 г.,IBM BlueExperts CEE,Москва
0,"Live Webinar: Pig vs MapReduce When, Why and How ?",11 августа 2016 г.,Hadoop Moscow,
0,eAMP (entertainment AMPlifier),19 февраля 2020 г.,EPAM IT Events,Saint Petersburg
0,Java Webinar,5 марта 2020 г.,EPAM IT Events Nizhniy Novgorod,
0,Java Community (JUGNsk) Meetup #7,29 марта 2019 г.,JUGNsk,Новосибирск
0,Agile Breakfast Ufa,29 июня 2019 г.,"Agile Ufa (Scrum, Kanban, Lean, и все про бизнес-процессы)",Уфа
0,HDDE: Hadoop для инженеров данных,17 февраля 2020 г.,BigDataSchool,Москва
0,English Club with Nataly — English.Light (Elementary & Pre-Intermediate),15 марта 2020 г.,English Club with Nataly,Moscow
0,Эпичный митап по Unreal Engine 4 в Санкт-Петербурге! ,23 июня 2018 г.,Moscow Official Unreal Engine 4 User Group Meetup,Saint Petersburg
0,Fuckup Nights Vol. XVII,25 декабря 2018 г.,Digital October,Москва
0,День Рожденья @AWS_Ru нам  3 Года!,29 января 2020 г.,AWS_RU,Москва
0,Ruby Meetup №8. ,12 декабря 2018 г.,RubyRussia,
0,Intelligent Communications Community. Прямой эфир из студии,20 декабря 2018 г.,Intelligent Communications Community,
0,RailsClub 2017,23 сентября 2017 г.,RubyRussia,Москва
0,PDUG на PHDays VII,24 мая 2017 г.,Positive Development User Group,Москва
0,Перспективные направления разработки 2020,13 февраля 2020 г.,Московский клуб программистов,Moskva
0,Sixth Node.js Meetup,19 мая 2016 г.,Moscow NodeJS Meetup,Москва
